url,genes,len
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=71408,atpH,1
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3335,"trnH,psbA",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=156271,"psbA,trnK-UUU,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,psbM,petN,trnD-GUC,trnY-GUA,trnE-UUC,trnT-GGU,psbD,psbC,trnS-UGA,psbZ,trnG-UCC,trnfM-CAU,rps14,psaB,psaA,ycf3,rps4,trnT-UGU,trnQ-UUG,trnL-UAA,trnF-GAA,ndhJ,ndhK,ndhC,trnV-UAC,trnM-CAU,atpB,atpE,rbcL,accD,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,psaI,ycf4,cemA,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,trnP-UGG,psaJ,rpl33,rps18,rpl20,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,trnI-CAU,ycf2,trnL-CAA,ndhB,rps7,rps12,rps12,trnV-GAC,rrn16,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ndhF,rpl32,trnP-GGG,trnL-UAG,ccsA,ndhD,psaC,ndhE,ndhG,ndhI,ndhA,ndhH,rps15,ycf1,chlN,chlL,trnH-GUG,trnI-CAU",115
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=425836,"psbA,trnK-UUU,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,ycf12,trnG-GCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,petN,psbM,trnD-GUC,trnY-GUA,trnE-UUC,trnT-GGU,trnV-UAC,trnM-CAU,atpE,atpB,rbcL,trnR-CCG,accD,psaI,ycf4,cemA,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,trnP-UGG,psaJ,rpl33,rps18,rpl20,rps12,rps12,clpP,ycf12,psaM,trnS-GCU,psbB,psbT,psbN,psbH,petB,petD,rpoA,rps11,rpl36,infA,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,trnI-CAU,ndhC,ndhK,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-UCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,trnI-GAU,trnA-UGC,trnR-ACG,trnN-GUU,chlL,chlN,ycf1,rps15,ndhH,ndhI,ndhE,psaC,ndhD,ccsA,trnL-UAG,trnP-GGG,rpl32,trnV-GAC,rps7,ndhB,trnL-CAA,ycf2,trnH-GUG,trnI-CAU",117
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=58039,"trnH,psbA",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2545986,"psbA,trnK-UUU,matK,chlB,trnQ-UUG,trnT-UGU,rps4,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-UCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,trnE-UUC,trnY-GUA,trnD-GUC,petN,psbM,trnC-GCA,rpoB,rpoC1,rpoC2,rps2,atpI,atpH,atpF,atpA,trnR-UCU,psaM,trnS-GCU,psbI,psbK,trnQ-UUG,trnL-UAA,trnF-GAA,ndhJ,ndhK,ndhC,trnV-UAC,trnM-CAU,atpB,atpE,rbcL,accD,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,psaI,ycf4,cemA,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,trnP-UGG,psaJ,rpl33,rps18,rpl20,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,trnI-CAU,ycf2,trnL-CAA,ndhB,rps7,rps12,rps12,trnV-GAC,rrn16,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ndhF,rpl32,trnP-GGG,trnL-UAG,ccsA,ndhD,psaC,ndhE,ndhG,ndhI,ndhA,ndhH,rps15,ycf1,chlN,chlL,trnH-GUG,trnI-CAU",115
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=196513,"trnK-UUU,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,ycf12,trnG-UCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,petN,psbM,trnD-GUC,trnY-GUA,trnE-UUC,clpP,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-UGG,trnW-CCA,petG,petL,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,accD,trnR-ACG,rbcL,atpB,atpE,trnM-CAU,trnV-UAC,trnH-GUG,trnT-GGU,trnS-GCU,psbB,psbT,psbN,psbH,petB,petD,rpoA,rps11,rpl36,infA,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,trnI-GAU,ndhK,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-GCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,chlL,chlN,ycf1,rps15,psaC,ccsA,trnL-UAG,trnP-GGG,rpl32,trnV-GAC,rps7,trnL-CAA,ycf2,trnH-GUG,trnI-GAU,psbA",114
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=179218,psbA,1
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=147279,"psbA,trnK-UUU,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,trnN-GUU,trnG-UCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,petN,psbM,trnD-GUC,trnY-GUA,trnE-UUC,trnT-GGU,psbD,psbC,trnS-UGA,psbZ,trnG-GCC,trnfM-CAU,rps14,psaB,psaA,ycf3,trnS-GGA,rps4,trnT-UGU,trnL-UAA,trnF-GAA,ndhJ,ndhK,ndhC,trnV-UAC,trnM-CAU,atpB,atpE,rbcL,trnR-CCG,accD,psaI,ycf4,cemA,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,trnP-UGG,psaJ,rpl33,rps18,rpl20,rps12,rps12,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,trnL-UAG,trnP-GGG,rpl32,ndhF,trnN-GUU,trnR-ACG,rrn5,rrn4.5,rrn23,trnA-UGC,trnI-GAU,rrn16,trnV-GAC,rps7,ndhB,trnL-CAA,ycf2,trnI-CAU,chlN,chlL,trnH-GUG",120
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=257425,"psbA,trnK-UUU,matK,chlB,trnT-GGU,psbD,psbC,trnS-UGA,psbZ,trnG-UCC,trnfM-CAU,rps14,psaB,psaA,ycf3,trnS-GGA,rps4,psbM,petN,trnC-GCA,rpoB,rpoC1,rpoC2,rps2,atpI,atpH,atpF,atpA,trnR-UCU,trnS-GCU,psbI,psbK,trnQ-UUG,trnE-UUC,trnY-GUA,trnD-UGC,trnT-UGU,trnL-UAA,trnF-GAA,trnfM-CAU,atpE,atpB,rbcL,trnR-CCG,psaI,ycf4,cemA,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,trnP,psaJ,rpl33,rps18,rpl20,clpP,psbB,psbT,psbN,psbH,petB,petD,rpoA,rps11,rpl36,infA,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,trnI-CAU,trnH-GUG,ycf2,trnL-CAA,rps7,rps12,rps12,trnV-GAC,rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,chlL,chlN,rps15,psaC,ccsA,trnL-AUG,ycf1",101
