url,genes,len
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=29583,"rps7,ndhB,trnL-CAA,psbM,petN,trnC-GCA,petD,petB,psbH,pbf1,psbT,psbB,clpP,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-UGG,trnW-CCA,petG,petL,psbE,psbF,psbL,psbJ,petA,psaI,accD,trnR-CCG,rbcL,atpB,atpE,trnM-CAU,trnV-UAC,ndhC,ndhJ,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,psaA,psaB,trnM-CAU,trnG-GCC,psbZ,psbC,psbD,trnT-GGU,trnE-UUC,trnY-GUA,trnD-GUC,trnH-GUG,psbA,trnK-UUU,chlB,trnQ-UUG,psbK,trnI-UAU,psbI,trnS-GCU,psaM,psb30,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,rps11,rpl36,infA,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,trnM-CAU,trnV-GAC,rrn16,trnI,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ndhF,rpl21,rpl32,trnL-UAG,ndhD,psaC,ndhE,ndhI,ndhA,rps15,chlN,chlL,trnN-GUU,trnR-ACG,rrn5,rrn4.5,rrn23,trnA-UGC,trnI,rrn16,trnV-GAC",116
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=435364,"rpoB,rps11",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=742424,"trnL,trnF",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=247506,"rpoA,petD",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=130449,"trnC,rpoB",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=417137,"trnH,psbA",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=435366,"trnC,rpoB",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1678074,"trnI-CAU,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-UGG,trnW-CCA,petG,petL,psbE,psbF,psbL,psbJ,orf40,petA,cemA,ycf4,psaI,accD,trnR-CCG,rbcL,atpB,atpE,trnM-CAU,trnV-UAC,ndhC,ndhK,ndhJ,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-GCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,trnE-UUC,trnY-GUA,trnD-GUC,ycf2,trnH-GUG,psbA,trnK-UUU,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,psb30,trnG-GCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,ycf66,psbM,trnL-CAA,ndhB,rps7,trnV-GAC,trnI-GAU,trnA-UGC,trnR-ACG,trnN-GUU,chlL,chlN,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,trnL-UAG,trnP-GGG,rpl32,rpl21,ndhF,chlN,chlL,trnN-GUU,trnR-ACG,trnA-UGC,trnI-GAU,trnV-GAC",123
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=98946,"trnl(CAU),rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP(UGG),trnW(CAA),petG,petL,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,accD,trnR(CCG),rbcL,atpB,atpE,trnM(CAU),trnV-UAC,ndhC,ndhK,ndhJ,trnF(GAA),trnL-UAA,trnT(UGU),rps4,trnS(GGA),ycf3,psaA,psaB,rps14,trnfM(CAU),trnG(GCC),psbZ,trnS(UGA),psbC,psbD,trnT(GGU),trnE(UUC),trnY(GUA),trnD(GUC),ycf2,trnH(GUG),psbA,trnK-UUU,matK,chlB,trnQ(UUG),psbK,psbI,trnS(GCU),psaM,ycf12,trnG-UCC,trnR(UCU),atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC(GCA),ycf66,psbM,trnL(CAA),ndhB,rps7,trnV(GAC),rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR(ACG),trnN(GUU),chlL,chlN,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,trnL(UAG),rpl32,rpl21,ndhF,trnN(GUU),trnR(ACG),rn5,rrn4.5,rrn23,trnA-UGC,trnI-GAU,rrn16,trnV(GAC)",127
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=742424,"trnL,trnF",2
